node_id,centrality,經度,緯度
649286213,0.1402465410870454,310477.9889808911,2652340.782056169
649286214,0.13944443589230462,310676.29553602356,2652359.2621816597
1061487893,0.12530706458062874,309886.31353545946,2652282.802279855
929963021,0.12347998542715373,311855.3126337632,2653280.9665349564
1074772659,0.11573285851852992,310566.72791052354,2653495.754878317
